GVKEY,YEAR,CUSIP,CITY,CONAME,INDDESC,STATE,EXECID,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,EXEC_MNAME,GENDER,NAMEPREFIX,PAGE,TITLE,Birthdate,Astrological_Sign,rownum,month,day,CEO,CEO_top,CEO_low,chief_including CEO,Chief_excluding CEO,chief_low,chief_low_CEO_low,SVP,VP,VP_SVP
6266,1960,47816010,New Brunswick,JOHNSON & JOHNSON,Pharmaceuticals,NJ,42535,Timoth,Timothy J. Sloan,Sloan,J.,MALE,Mr.,55,"Chief Executive Officer, President and Director",5/30/1960,Gemini,3058,5,30,1,1,,1,,0,1,,,0
8007,1960,94974610,San Francisco,WELLS FARGO & CO,Diversified Banks,CA,42593,Terren,Terrence A. Duffy,Duffy,A.,MALE,,58,"Executive Chairman, Chief Executive Officer and Member of Competitiv",6/26/1960,Cancer,4459,6,26,1,1,,1,,0,1,,,0
110179,1960,,,CME GROUP INC,,,32515,Martin,"Martin L. Flanagan, CFA, CP","Flanagan, CFA",L.,MALE,Mr.,56,president & co-CEO,6/28/1960,Cancer,2429,6,28,1,1,,1,,0,1,,,0
4885,1960,35461310,San Mateo,FRANKLIN RESOURCES INC,Asset Management & Custody Banks,CA,4457,Martin,"Martin L. Flanagan, CFA, CP","Flanagan, CFA, C",L.,MALE,,56,"Chief Executive Officer, President and Director",6/28/1960,Cancer,4466,6,28,1,1,,1,,0,1,,,0
141459,1960,,,INVESCO LTD,,,4457,Timoth,Timothy P. Breen,Breen,P.,MALE,,55,Chief Executive Officer of Motion Industries and President of Motion,6/28/1960,Cancer,4467,6,28,1,,1,1,,1,2,,,0
143357,1960,,,GENUINE PARTS CO,,,48600,W.,W. Rodney McMullen,McMullen,Rodne,MALE,Mr.,55,Chairman and Chief Executive Officer,7/2/1960,Cancer,3173,7,2,1,1,,1,,0,1,,,0
6502,1960,50104410,Cincinnati,KROGER CO,Food Retail,OH,16568,Jerry,Jerry D. Stritzke,Stritzke,D.,MALE,,56,senior vp-production and sourcing services; CEO-Mast Industries,8/5/1960,Leo,4247,8,5,1,,1,1,,1,2,,,0
6565,1960,,,L BRANDS INC,,,28013,Jeffre,Jeffrey Howard Schwartz,Schwartz,Howar,MALE,,57,former CEO,8/11/1960,Leo,4197,8,11,1,1,,1,,0,1,,,0
7977,1960,,,PROLOGIS INC,,,26150,Daniel,Daniel S. Glaser,Glaser,S.,MALE,,56,"Chief Executive Officer, President and Director",8/11/1960,Leo,4198,8,11,1,1,,1,,0,1,,,0
7985,1960,,,MARSH & MCLENNAN COS,,,35309,Randal,Randall L. Stephenson,Stephenson,L.,MALE,,55,"Chairman of the Board, Chief Executive Officer and President",8/12/1960,Leo,4201,8,12,1,1,,1,,0,1,,,0
8898,1960,,,AT&T INC,,,27541,Thomas,Thomas W. Toomey,Toomey,W.,MALE,Mr.,55,"Chief Executive Officer, President, Director, and Member of Executiv",8/13/1960,Leo,3036,8,13,1,1,,1,,0,1,,,0
10894,1960,90265310,Highlands Ranch,UDR INC,Residential REITs,CO,24862,Gregor,Gregory Q. Brown,Brown,Q.,MALE,,55,Chairman of the Board and Chief Executive Officer,8/14/1960,Leo,4207,8,14,1,1,,1,,0,1,,,0
10920,1960,,,MOTOROLA SOLUTIONS INC,,,18593,Nichol,Nicholas K. Akins,Akins,K.,MALE,,56,"Chairman, Chief Executive Officer and President",8/26/1960,Virgo,4227,8,26,1,1,,1,,0,1,,,0
164708,1960,,,AMERICAN ELECTRIC POWER CO,,,40778,Phupin,Phupinder S. Gill,Gill,S.,MALE,,55,"Chief Executive Officer, Director, Member of Competitive Markets Adv",8/27/1960,Virgo,4233,8,27,1,1,,1,,0,1,,,0
3221,1960,,,CME GROUP INC,,,27723,Elizab,Elizabeth J. Comstock,Comstock,J.,FEMA,,55,Vice Chair of Business Innovations and Chief Executive Officer of Bu,8/30/1960,Virgo,4240,8,30,1,,1,1,,1,2,,,0
4066,1960,,,GENERAL ELECTRIC CO,,,50439,Kevin,Kevin M. Payne,Payne,M.,MALE,,55,Chief Executive Officer of Southern California Edison,8/30/1960,Virgo,4239,8,30,1,,1,1,,1,2,,,0
3851,1960,,,EDISON INTERNATIONAL,,,50505,Andrew,Andrew C. Teich,Teich,C.,MALE,Mr.,55,"Chief Executive Officer, President and Director",8/31/1960,Virgo,126,8,31,1,1,,1,,0,1,,,0
28477,1960,30244510,Wilsonville,FLIR SYSTEMS INC,Electronic Equipment & Instruments,OR,25021,Donald,"Donald C. Wood, CPA","Wood, CPA",C.,MALE,,56,"Chief Executive Officer, President and Trustee",9/10/1960,Virgo,4633,9,10,1,1,,1,,0,1,,,0
8479,1960,,,FEDERAL REALTY INVESTMENT TR,,,33048,Willia,William Frederick Truscott,Truscott,Frede,MALE,,56,Chief Executive Officer of Global Asset Management,9/14/1960,Virgo,4638,9,14,1,,1,1,,1,2,,,0
10035,1960,,,AMERIPRISE FINANCIAL INC,,,34213,Christ,Christopher Marrott Gorman,Gorman,Marro,MALE,,55,"Member Executive Council, Chairman of Keybank National Association a",9/26/1960,Libra,4657,9,26,1,,1,1,,1,2,,,0
180405,1960,,,KEYCORP,,,41258,Reed,Reed Hastings,Hastings,,MALE,,55,"Founder, Chairman of the Board, Chief Executive Officer and Presiden",10/8/1960,Libra,4623,10,8,1,1,,1,,0,1,,,0
5073,1960,,,NETFLIX INC,,,31461,Brian,Brian A. Sassi,Sassi,A.,MALE,,55,"Executive Vice President of Marketing, Chief Executive Officer of Co",10/10/1960,Libra,4570,10,10,1,,1,1,,1,2,,,0
5046,1960,,,ANTHEM INC,,,39679,Thomas,"Thomas P. Joyce, Jr.","Joyce, Jr.",P.,MALE,,55,"Chief Executive Officer, President and Director",10/12/1960,Libra,4575,10,12,1,1,,1,,0,1,,,0
6268,1960,,,DANAHER CORP,,,32606,Andrew,Andrew J. Robertson,Robertson,J.,MALE,Mr.,51,Chief Executive Officer of BBDO Worldwide and President of BBDO Worl,11/17/1960,Scorpio,137,11,17,1,,1,1,,1,2,,,0
4066,1960,68191910,New York,OMNICOM GROUP,Advertising,NY,28265,Gregor,Gregory J. Hayes,Hayes,J.,MALE,,55,"Chairman, Chief Executive Officer and President",11/19/1960,Scorpio,4537,11,19,1,1,,1,,0,1,,,0
63501,1960,,,UNITED TECHNOLOGIES CORP,,,30791,Timoth,Timothy D. Cook,Cook,D.,MALE,Mr.,55,Chief Executive Officer and Director,11/22/1960,Sagittarius,3050,11,22,1,1,,1,,0,1,,,0
1690,1960,3783310,Cupertino,APPLE INC,"Technology Hardware, Storage & Peripherals",CA,11717,Walter,"Walter W. Bettinger, II","Bettinger, II",W.,MALE,,56,"Chief Executive Officer, President and Director",11/29/1960,Sagittarius,4559,11,29,1,1,,1,,0,1,,,0
2184,1960,,,SCHWAB (CHARLES) CORP,,,29400,Michae,Michael B. Polk,Polk,B.,MALE,,55,Chief Executive Officer and Director,12/3/1960,Sagittarius,4285,12,3,1,1,,1,,0,1,,,0
7881,1960,,,NEWELL BRANDS INC,,,42583,John,John W. Lindsay,Lindsay,W.,MALE,,55,"Chief Executive Officer, President and Director",12/7/1960,Sagittarius,4294,12,7,1,1,,1,,0,1,,,0
23809,1960,,,HELMERICH & PAYNE,,,30738,Gregor,Gregory L. Henslee,Henslee,L.,MALE,Mr.,55,Chief Executive Officer,12/14/1960,sagittarius,1211,12,14,1,1,,1,,0,1,,,0
28180,1960,67103H10,Springfield,O'REILLY AUTOMOTIVE INC,Automotive Retail,MO,19277,Shayga,"Shaygan Kheradpir, Ph.D.","Kheradpir, Ph.D.",,MALE,,55,Chief Executive Officer and Director,12/19/1960,Sagittarius,4267,12,19,1,1,,1,,0,1,,,0
62374,1960,,,JUNIPER NETWORKS INC,,,47616,Bradle,Bradley D. Tilden,Tilden,D.,MALE,Mr.,55,"Chairman, Chief Executive Officer, President, Chairman of Alaska Air",12/22/1960,Capricorn,320,12,22,1,1,,1,,0,1,,,0
1230,1960,1165910,Seattle,ALASKA AIR GROUP INC,Airlines,WA,21308,Joseph,"Joseph D. Margolis, J.D.","Margolis, J.D.",D.,MALE,,55,Chief Executive Officer Chief Investment Officer and Executive Vice,1/7/1961,Capricorn,4379,1,7,1,1,,1,,0,1,,,0
157057,1961,,,EXTRA SPACE STORAGE INC,,,49516,Ernie,Ernie L. Herrman,Herrman,L.,MALE,,56,"Chief Executive Officer, President and Director",1/10/1961,Capricorn,4341,1,10,1,1,,1,,0,1,,,0
9783,1961,,,TJX COMPANIES INC,,,32700,Shira,Shira D. Goodman,Goodman,D.,MALE,,55,"Chief Executive Officer, President and Director",1/23/1961,Aquarius,4363,1,23,1,1,,1,,0,1,,,0
29392,1961,,,STAPLES INC,,,51018,Mark,Mark Fields,Fields,,MALE,,55,"Chief Executive Officer, President and Director",1/24/1961,Aquarius,4365,1,24,1,1,,1,,0,1,,,0
61591,1961,,,FORD MOTOR CO,,,29617,Jimmy,Jimmy D. Staton,Staton,D.,MALE,,55,Executive Vice President and Group Chief Executive Officer for Natur,2/4/1961,Aquarius,4331,2,4,1,,1,1,,1,2,,,0
7063,1961,,,NISOURCE INC,,,35325,Michae,Michael R. McMullen,McMullen,R.,MALE,,55,"Chief Executive Officer, President and Director",2/16/1961,Aquarius,4308,2,16,1,1,,1,,0,1,,,0
3121,1961,,,AGILENT TECHNOLOGIES INC,,,37687,David,David W. Nelms,Nelms,W.,MALE,,55,Chairman and Chief Executive Officer,2/18/1961,Aquarius,4310,2,18,1,1,,1,,0,1,,,0
4058,1961,,,DISCOVER FINANCIAL SVCS,,,34228,Robert,Robert J. Thomson,Thomson,J.,MALE,,55,Chief Executive Officer and Director,3/11/1961,Pisces,4483,3,11,1,1,,1,,0,1,,,0
179621,1961,,,NEWS CORP,,,44957,Frits,Frits D. Van Paasschen,Van Paasschen,D.,MALE,,55,president & CEO-Coors Brewing Company,3/24/1961,Aries,4495,3,24,1,,1,1,,1,2,,,0
2269,1961,,,MOLSON COORS BREWING CO,,,29791,Christ,"Christopher Eugene Kubasik,","Kubasik, CPA",Eugen,MALE,,55,Chief Executive Officer,3/26/1961,Aries,4498,3,26,1,1,,1,,0,1,,,0
2968,1961,,,LOCKHEED MARTIN CORP,,,29263,Wesley,Wesley G. Bush,Bush,G.,MALE,,55,"Chairman of the Board, Chief Executive Officer and President",4/4/1961,Aries,4188,4,4,1,1,,1,,0,1,,,0
4839,1961,,,NORTHROP GRUMMAN CORP,,,29729,Robert,Robert A. Bruggeworth,Bruggeworth,A.,MALE,Mr.,56,"Chief Executive Officer, President, Director and Member of Corporate",4/7/1961,Aries,2751,4,7,1,1,,1,,0,1,,,0
64853,1961,74736K10,Greensboro,QORVO INC,Semiconductors,NC,22024,Geoffr,Geoffrey A. Ballotti,Ballotti,A.,MALE,,54,Chief Executive Officer of Wyndham Hotel Group and President of Wynd,4/13/1961,Aries,4161,4,13,1,,1,1,,1,2,,,0
28338,1961,,,WYNDHAM WORLDWIDE CORP,,,35329,Timoth,Timothy J. Naughton,Naughton,J.,MALE,,55,"Chairman of the Board, Chief Executive Officer and President",4/18/1961,Aries,4169,4,18,1,1,,1,,0,1,,,0
121077,1961,,,AVALONBAY COMMUNITIES INC,,,27797,D.,D. Mark Durcan,Durcan,Mark,MALE,Mr.,55,"Chief Executive Officer, Director and Member of Finance Committee",4/20/1961,,550,4,20,1,1,,1,,0,1,,,0
7343,1961,59511210,Boise,MICRON TECHNOLOGY INC,Semiconductors,ID,15930,Eugene,"Eugene I. Lee, Jr.","Lee, Jr.",I.,MALE,,55,"Chief Executive Officer, President and Director",4/20/1961,Taurus,4173,4,20,1,1,,1,,0,1,,,0
145977,1961,,,DARDEN RESTAURANTS INC,,,20607,Jeffre,Jeffrey Gennette,Gennette,,MALE,,55,"Chief Executive Officer, President and Director",4/21/1961,Taurus,4174,4,21,1,1,,1,,0,1,,,0
145977,1961,,,MACY'S INC,,,44167,Marie,Marie A. Chandoha,Chandoha,A.,MALE,,54,Chief Executive Officer of Charles Schwab Investment Management Inc,5/3/1961,Taurus,4141,5,3,1,,1,1,,1,2,,,0
7982,1961,,,SCHWAB (CHARLES) CORP,,,49161,Sean,"Sean Michael Healey, J.D.","Healey, J.D.",Micha,MALE,,55,Chairman and Chief Executive Officer,5/9/1961,Taurus,4142,5,9,1,1,,1,,0,1,,,0
8245,1961,,,AFFILIATED MANAGERS GRP INC,,,32736,Daryl,Daryl D. Simm,Simm,D.,MALE,,55,Chairman of Media Group and Chief Executive Officer of Media Group,5/15/1961,Taurus,4143,5,15,1,,1,1,,1,2,,,0
8530,1961,,,OMNICOM GROUP,,,39840,Steven,Steven H. Collis,Collis,H.,MALE,Mr.,55,"Chairman of the Board, Chief Executive Officer, President and Member",5/29/1961,Gemini,3961,5,29,1,1,,1,,0,1,,,0
31673,1961,3.07E+13,Chesterbrook,AMERISOURCEBERGEN CORP,Health Care Distributors,PA,20640,Spence,Spencer F. Kirk,Kirk,F.,MALE,,54,Chief Executive Officer and Director,5/29/1961,Gemini,4511,5,29,1,1,,1,,0,1,,,0
6066,1961,,,EXTRA SPACE STORAGE INC,,,33035,David,David T. Seaton,Seaton,T.,MALE,,54,Chairman and Chief Executive Officer,6/10/1961,Gemini,4435,6,10,1,1,,1,,0,1,,,0
10860,1961,,,FLUOR CORP,,,35166,Adam,Adam Spencer Metz,Metz,Spenc,MALE,,55,"Chief Executive Officer, Director, Member of Capital Committee, Memb",6/10/1961,Gemini,4434,6,10,1,1,,1,,0,1,,,0
10793,1961,,,GGP INC,,,35540,Alain,Alain M. Bellemare,Bellemare,M.,MALE,,55,Chief Executive Officer of UTC Propulsion & Aerospace Systems and Pr,6/14/1961,Gemini,4439,6,14,1,,1,1,,1,2,,,0
15520,1961,,,UNITED TECHNOLOGIES CORP,,,42684,Steven,Steven J. Kean,Kean,J.,MALE,,54,"Chief Executive Officer, President and Director",6/15/1961,Gemini,4440,6,15,1,1,,1,,0,1,,,0
15520,1961,,,KINDER MORGAN INC,,,29522,Michae,Michael J. Lovett,Lovett,J.,MALE,,54,"Chief Executive Officer, President and Director",6/18/1961,Gemini,4445,6,18,1,1,,1,,0,1,,,0
28191,1961,,,CHARTER COMMUNICATIONS INC,,,50135,Sallie,Sallie T. Rainer,Rainer,T.,FEMA,,54,"Chairman of Entergy Texas Inc, Chief Executive Officer of Entergy Te",6/22/1961,Cancer,4453,6,22,1,,1,1,,1,2,,,0
61483,1961,,,ENTERGY CORP,,,46913,Angela,Angela F. Braly,Braly,F.,FEMA,,55,"Chairman, Chief Executive Officer, President and Chairman of Executi",7/2/1961,Cancer,4400,7,2,1,1,,1,,0,1,,,0
1632,1961,,,ANTHEM INC,,,32716,Juan,Juan Ricardo Luciano,Luciano,Ricar,MALE,,55,"Chairman, Chief Executive Officer and President",7/2/1961,Cancer,4401,7,2,1,1,,1,,0,1,,,0
1976,1961,,,ARCHER-DANIELS-MIDLAND CO,,,41788,Bruce,Bruce D. Broussard,Broussard,D.,MALE,,54,"Chief Executive Officer, President and Director",7/7/1961,,4417,7,7,1,1,,1,,0,1,,,0
5568,1961,,,HUMANA INC,,,23884,Alan,Alan B. Colberg,Colberg,B.,MALE,,54,"Chief Executive Officer, President and Director",7/7/1961,Cancer,4418,7,7,1,1,,1,,0,1,,,0
6733,1961,,,ASSURANT INC,,,43067,Mark,Mark Stephan Sutton,Sutton,Steph,MALE,,54,Chairman and Chief Executive Officer,7/20/1961,Cancer,4402,7,20,1,1,,1,,0,1,,,0
2019,1961,,,INTL PAPER CO,,,42529,Timoth,Timothy F. Keaney,Keaney,F.,MALE,,54,Vice Chairman and Chief Executive Officer of Investment Services,7/21/1961,Cancer,4404,7,21,1,,1,1,,1,2,,,0
2136,1961,,,BANK OF NEW YORK MELLON CORP,,,45371,Geisha,Geisha J. Williams,Williams,J.,MALE,,55,Chief Executive Officer and President,7/21/1961,Cancer,4405,7,21,1,1,,1,,0,1,,,0
2710,1961,,,PG&E CORP,,,49082,Warner,"Warner L. Baxter, CPA","Baxter, CPA",L.,MALE,Mr.,54,"Executive Chairman, Chief Executive Officer and President",8/4/1961,Leo,3191,8,4,1,1,,1,,0,1,,,0
10860,1961,2360810,St. Louis,AMEREN CORP,Multi-Utilities,MO,24413,Daniel,Daniel J. Houston,Houston,J.,MALE,,54,"Chairman, Chief Executive Officer and President",8/6/1961,Leo,4250,8,6,1,1,,1,,0,1,,,0
7065,1961,,,PRINCIPAL FINANCIAL GRP INC,,,37748,Simon,Simon V. Freakley,Freakley,V.,MALE,Mr.,53,former CEO-MMC Corp. Advisory & Restructuring Unit,8/28/1961,Virgo,3835,8,28,1,,1,1,,1,2,,,0
7065,1961,57174810,New York,MARSH & MCLENNAN COS,Insurance Brokers,NY,29418,Stratt,Stratton D. Sclavos,Sclavos,D.,MALE,Mr.,54,"former chairman, president & CEO",8/28/1961,Virgo,4010,8,28,1,1,,1,,0,1,,,0
66368,1961,9.23E+14,Reston,VERISIGN INC,Internet Software & Services,VA,29629,James,James A. Squires,Squires,A.,MALE,,55,"Chairman, Chief Executive Officer and President",9/6/1961,Virgo,4670,9,6,1,1,,1,,0,1,,,0
5783,1961,,,NORFOLK SOUTHERN CORP,,,32705,John,John P. Wiehoff,Wiehoff,P.,MALE,Mr.,55,"Chairman, Chief Executive Officer and President",9/9/1961,Virgo,1940,9,9,1,1,,1,,0,1,,,0
65609,1961,12541W20,Eden Prairie,C H ROBINSON WORLDWIDE INC,Air Freight & Logistics,MN,19034,Michel,Michele G. Buck,Buck,G.,FEMA,,54,"Chief Executive Officer, President and Director",9/10/1961,Virgo,4634,9,10,1,1,,1,,0,1,,,0
8551,1961,,,HERSHEY CO,,,29187,Todd,Todd J. Vasos,Vasos,J.,MALE,,54,Chief Executive Officer and Director,9/22/1961,Virgo,4651,9,22,1,1,,1,,0,1,,,0
63501,1961,,,DOLLAR GENERAL CORP,,,29210,Willia,"William Thomas Winters, CBE","Winters, CBE",Thoma,MALE,,54,Co-Chief Executive Officer of JP Morgan Investment Bank and Member o,9/27/1961,Libra,4660,9,27,1,,1,1,,1,2,,,0
1722,1961,,,JPMORGAN CHASE & CO,,,27855,Craig,Craig Steven Donohue,Donohue,Steve,MALE,,54,"Chief Executive Officer, Executive Director, Member of Executive Com",10/9/1961,Libra,4625,10,9,1,1,,1,,0,1,,,0
6078,1961,,,CME GROUP INC,,,27722,E.,E. Scott Santi,Santi,Scott,MALE,,54,"Chairman, Chief Executive Officer and President",10/11/1961,Libra,4572,10,11,1,1,,1,,0,1,,,0
5256,1961,,,ILLINOIS TOOL WORKS,,,36914,Willia,William Douglas Parker,Parker,Dougl,MALE,,54,"Chairman, Chief Executive Officer, Chairman of American Airlines, In",10/31/1961,Scorpio,4617,10,31,1,1,,1,,0,1,,,0
3221,1961,,,AMERICAN AIRLINES GROUP INC,,,46191,Roger,Roger W. Jenkins,Jenkins,W.,MALE,,54,"Chief Executive Officer, President and Director",11/11/1961,Scorpio,4520,11,11,1,1,,1,,0,1,,,0
8543,1961,,,MURPHY OIL CORP,,,38446,Glenn,"Glenn K. Murphy, BA","Murphy, BA",K.,MALE,,54,Chairman and Chief Executive Officer,11/14/1961,Scorpio,4528,11,14,1,1,,1,,0,1,,,0
11259,1961,,,GAP INC,,,32632,Lee,Lee M. Tillman,Tillman,M.,MALE,,54,"Chief Executive Officer, President and Non-Independent Director",11/25/1961,Sagittarius,4552,11,25,1,1,,1,,0,1,,,0
174729,1961,,,MARATHON OIL CORP,,,45458,Mark,Mark S. Light,Light,S.,MALE,,55,Chief Executive Officer and Director,12/4/1961,Sagittarius,4288,12,4,1,1,,1,,0,1,,,0
11115,1961,,,SIGNET JEWELERS LTD,,,42218,Safra,Safra Ada Catz,Catz,Ada,FEMA,Ms.,55,Chief Executive Officer and Director,12/13/1961,Sagittarius,3736,12,13,1,1,,1,,0,1,,,0
12142,1961,68389X10,Redwood City,ORACLE CORP,Systems Software,CA,27208,Lee,Lee K. Boothby,Boothby,K.,MALE,,54,"Chairman, Chief Executive Officer and President",12/21/1961,Sagittarius,4276,12,21,1,1,,1,,0,1,,,0
3505,1961,,,NEWFIELD EXPLORATION CO,,,27845,Mary,Mary T. Barra,Barra,T.,FEMA,,54,Chairman and Chief Executive Officer,12/24/1961,Capricorn,4280,12,24,1,1,,1,,0,1,,,0
5597,1961,,,GENERAL MOTORS CO,,,44629,Satish,Satish Pai,Pai,,MALE,,55,Advisor to the Chief Executive Officer,12/29/1961,Capricorn,4284,12,29,1,,,1,,0,1,,,0
7435,1961,,,SCHLUMBERGER LTD,,,27553,Mark,Mark A. Blinn,Blinn,A.,MALE,,54,"Chief Executive Officer, President and Director",1/13/1962,Capricorn,4347,1,13,1,1,,1,,0,1,,,0
11687,1962,,,FLOWSERVE CORP,,,30102,Greg,Greg D. Carmichael,Carmichael,D.,MALE,,54,"Chief Executive Officer, President, Director, Chief Executive Office",1/18/1962,Capricorn,4354,1,18,1,1,,1,,0,1,,,0
16245,1962,,,FIFTH THIRD BANCORP,,,27451,Nicola,Nicolas Brien,Brien,,MALE,,54,"Chairman of McCann Worldgroup, Chief Executive Officer of Mediabrand",1/18/1962,Capricorn,4355,1,18,1,,1,1,,1,2,,,0
24216,1962,,,INTERPUBLIC GROUP OF COS,,,41200,Scott,Scott C. Donnelly,Donnelly,C.,MALE,,54,"Chairman, Chief Executive Officer and President",1/31/1962,Aquarius,4374,1,31,1,1,,1,,0,1,,,0
126296,1962,,,TEXTRON INC,,,35146,Sarah,Sarah Elizabeth Street,Street,Eliza,FEMA,,54,"Chief Investment Officer, Executive Vice President and Chief Executi",2/4/1962,Aquarius,4332,2,4,1,,1,1,,1,2,,,0
7063,1962,,,XL GROUP LTD,,,30911,Robert,Robert Jarrett Lilien,Lilien,Jarre,MALE,Mr.,54,former acting CEO,2/17/1962,Aquarius,2865,2,17,1,1,,1,,0,1,,,0
63501,1962,26924640,New York,E TRADE FINANCIAL CORP,Investment Banking & Brokerage,NY,20393,Stephe,Stephen J. Easterbrook,Easterbrook,J.,MALE,,49,"Chief Executive Officer, President and Director",2/19/1962,Pisces,4311,2,19,1,1,,1,,0,1,,,0
4066,1962,,,MCDONALD'S CORP,,,47327,Donald,Donald W. Slager,Slager,W.,MALE,,54,"Chief Executive Officer, President and Director",2/23/1962,Pisces,4319,2,23,1,1,,1,,0,1,,,0
4839,1962,,,REPUBLIC SERVICES INC,,,17063,Glenn,Glenn D. Fogel,Fogel,D.,MALE,,54,"Chief Executive Officer, President and Member of Group Management Bo",2/27/1962,Pisces,4327,2,27,1,1,,1,,0,1,,,0
6335,1962,,,PRICELINE GROUP INC,,,43297,John,John P. Drzik,Drzik,P.,MALE,Mr.,53,president & CEO-Oliver Wyman Group,3/19/1962,Pisces,1926,3,19,1,,1,1,,1,2,,,0
7065,1962,57174810,New York,MARSH & MCLENNAN COS,Insurance Brokers,NY,32689,James,James L. Robo,Robo,L.,MALE,,53,"Chairman of the Board, Chief Executive Officer, President and Chairm",4/13/1962,Aries,4162,4,13,1,1,,1,,0,1,,,0
28733,1962,,,NEXTERA ENERGY INC,,,26058,John,"John Krenicki, Jr.","Krenicki, Jr.",,MALE,,54,"Vice Chairman, Chief Executive Officer of Ge Energy Infrastructure a",5/3/1962,Taurus,4144,5,3,1,,1,1,,1,2,,,0
8810,1962,,,GENERAL ELECTRIC CO,,,36881,Ryan,Ryan M. Lance,Lance,M.,MALE,,54,Chairman and Chief Executive Officer,5/21/1962,Gemini,4145,5,21,1,1,,1,,0,1,,,0
8972,1962,,,CONOCOPHILLIPS,,,38529,Keith,Keith J. Allman,Allman,J.,MALE,,53,"Chief Executive Officer, President and Director",7/5/1962,Cancer,4416,7,5,1,1,,1,,0,1,,,0
5125,1962,,,MASCO CORP,,,47322,Philli,"Phillip R. May, Jr.","May, Jr.",R.,MALE,,54,"Chairman of Entergy Gulf States Louisiana LLC, Chairman of Entergy L",7/7/1962,Cancer,4419,7,7,1,,1,1,,1,2,,,0
7065,1962,,,ENTERGY CORP,,,46915,Alan,Alan S. Armstrong,Armstrong,S.,MALE,,53,"Chief Executive Officer, President, Chairman of Williams Partners GP",7/11/1962,Cancer,4386,7,11,1,,1,1,,1,2,,,0
165675,1962,,,WILLIAMS COS INC,,,29764,James,"James C. Fish, Jr.","Fish, Jr.",C.,MALE,,54,"Chief Executive Officer, President and Director",7/13/1962,Cancer,4389,7,13,1,1,,1,,0,1,,,0
174729,1962,,,WASTE MANAGEMENT INC,,,44318,Thomas,Thomas M. Herzog,Herzog,M.,MALE,,53,Chief Executive Officer and Director,8/15/1962,,4256,8,15,1,1,,1,,0,1,,,0
8151,1962,,,HCP INC,,,31046,Paul,Paul S. Giordano,Giordano,S.,MALE,,,executive vp;CEO-financial products and services operations,8/20/1962,Leo,4217,8,20,1,,1,1,,1,2,,,0
29649,1962,,,XL GROUP LTD,,,27670,Willia,William S. Demchak,Demchak,S.,MALE,,54,"Chairman, Chief Executive Officer and President",8/24/1962,Virgo,4223,8,24,1,1,,1,,0,1,,,0
143357,1962,,,PNC FINANCIAL SVCS GROUP INC,,,24423,Edward,Edward J. Heffernan,Heffernan,J.,MALE,,53,"Chief Executive Officer, President and Director",8/25/1962,Virgo,4225,8,25,1,1,,1,,0,1,,,0
149337,1962,,,ALLIANCE DATA SYSTEMS CORP,,,29621,Sandee,Sandeep Lakhmi Mathrani,Mathrani,Lakhm,MALE,,54,Chief Executive Officer and Director,8/29/1962,Virgo,4236,8,29,1,1,,1,,0,1,,,0
3310,1962,,,GGP INC,,,28689,Stephe,Stephen E. Kuczynski,Kuczynski,E.,MALE,,54,"Chairman of Southern Nuclear Operating Company, Chief Executive Offi",8/30/1962,Virgo,4241,8,30,1,,1,1,,1,2,,,0
4108,1962,,,SOUTHERN CO,,,44259,Stephe,Stephen Kaufer,Kaufer,,MALE,,53,"Co-Founder, Chief Executive Officer, President and Director",9/6/1962,Virgo,4671,9,6,1,1,,1,,0,1,,,0
6104,1962,,,TRIPADVISOR INC,,,43350,John,John T. Hendrickson,Hendrickson,T.,MALE,Mr.,53,Chief Executive Officer and Director,9/12/1962,Virgo,1984,9,12,1,1,,1,,0,1,,,0
24782,1962,G9782210,Dublin,PERRIGO CO PLC,Pharmaceuticals,Ir,20238,Robert,Robert Alan Niblock,Niblock,Alan,MALE,,53,"Chairman, Chief Executive Officer and President",9/16/1962,Virgo,4640,9,16,1,1,,1,,0,1,,,0
10795,1962,,,LOWE'S COMPANIES INC,,,26697,Christ,Christopher J. Nassetta,Nassetta,J.,MALE,,54,former CEO,9/23/1962,Libra,4652,9,23,1,1,,1,,0,1,,,0
64768,1962,,,HOST HOTELS & RESORTS INC,,,31068,Gretch,Gretchen W. McClain,McClain,W.,FEMA,,54,"Chief Executive Officer, President and Director",9/27/1962,Libra,4661,9,27,1,1,,1,,0,1,,,0
2269,1962,,,XYLEM INC,,,32646,Kevin,Kevin T. Hogan,Hogan,T.,MALE,,54,Executive Vice President and Chief Executive Officer of Global Consu,10/5/1962,Libra,4621,10,5,1,,1,1,,1,2,,,0
4510,1962,,,AMERICAN INTERNATIONAL GROUP,,,47224,Gavin,Gavin D. K. Hattersley,Hattersley,D. K.,MALE,,53,Chief Executive Officer of Millercoors LLC and President of Millerco,10/16/1962,Libra,4585,10,16,1,,1,1,,1,2,,,0
11264,1962,,,MOLSON COORS BREWING CO,,,44148,C.,C. Howard Nye,Nye,Howar,MALE,,53,"Chairman, Chief Executive Officer and  President",10/24/1962,Scorpio,4604,10,24,1,1,,1,,0,1,,,0
145046,1962,,,MARTIN MARIETTA MATERIALS,,,33192,Roger,Roger J. Lynch,Lynch,J.,MALE,,53,Chief Executive Officer of Sling TV Holding LLC,10/24/1962,Scorpio,4605,10,24,1,,1,1,,1,2,,,0
